filename,announcement_number,asx_code,exchange,sensitive,headline,rec_type,rec_date,rec_time,rel_date,rel_time,n_pages,rep_types
2024031202783793,2A1511262,PCI,2,N,Daily Net Tangible Asset Statement,E,2024-03-12,0 days 12:26:25,2024-03-12,0 days 12:28:02,1,['03016']
2024031202783794,6A1197814,CI1,6,Y,Legal Action by Former Executive Chairman - Update,E,2024-03-12,0 days 12:26:39,2024-03-12,0 days 12:35:02,4,['12008']
2024031202783795,6A1197815,FWD,6,Y,Euroz Hartleys Investor Presentation,E,2024-03-12,0 days 12:34:06,2024-03-12,0 days 12:35:42,23,['03026']
2024031202783796,6A1197816,OBL,6,N,Change of Director's Interest Notice,E,2024-03-12,0 days 12:35:02,2024-03-12,0 days 12:36:07,4,['02009']
2024031202783797,6A1197817,CI1,6,Y,Continuation of Suspension from Quotation,E,2024-03-12,0 days 12:36:57,2024-03-12,0 days 12:40:52,1,['09001']
2024031202783798,2A1511263,IGN,2,N,Application for quotation of securities - IGN,E,2024-03-12,0 days 12:43:50,2024-03-12,0 days 12:44:32,6,['06020']
2024031202783799,6A1197819,WC8,6,N,Notification of cessation of securities - WC8,E,2024-03-12,0 days 12:47:08,2024-03-12,0 days 12:47:52,6,['06027']
2024031202783800,6A1197818,CLE,6,N,Short Term Cash Loan,E,2024-03-12,0 days 12:45:49,2024-03-12,0 days 12:50:17,1,['03022']
2024031202783801,2A1511264,CTW,2,N,CitiFirst BHP Instalments Dividend Final Amount,E,2024-03-12,0 days 12:55:59,2024-03-12,0 days 12:56:32,1,['18006']
2024031202783802,2A1511265,APX,2,Y,Pause in Trading,S,2024-03-12,0 days 12:56:16,2024-03-12,0 days 12:56:57,1,['09005']
2024031202783803,2A1511266,CTW,2,N,CitiFirst BHP Instalment MINIs Dividend Final Amount,E,2024-03-12,0 days 12:56:58,2024-03-12,0 days 12:57:42,1,['18006']
2024031202783804,2A1511267,CTW,2,N,CitiFirst BHP SFIs Dividend Final Amount,E,2024-03-12,0 days 12:57:44,2024-03-12,0 days 12:58:42,1,['18006']
2024031202783805,2A1511269,CTW,2,N,CitiFirst BHP SFI MINIs Dividend Final Amount,E,2024-03-12,0 days 12:58:45,2024-03-12,0 days 12:59:42,1,['18006']
2024031202783806,2A1511270,CTW,2,N,CitiFirst BXB SFIs Dividend,E,2024-03-12,0 days 13:00:04,2024-03-12,0 days 13:00:42,1,['18006']
2024031202783807,3A638582,MRQ,3,N,Change of Director's Interest Notice x 3,E,2024-03-12,0 days 12:59:22,2024-03-12,0 days 13:00:47,10,['02009']
2024031202783808,6A1197821,IGO,6,N,Change in substantial holding from MUFG,E,2024-03-12,0 days 13:00:09,2024-03-12,0 days 13:01:12,84,['02002']
2024031202783809,2A1511268,KGL,2,N,Half Year Accounts,E,2024-03-12,0 days 12:57:47,2024-03-12,0 days 13:01:57,29,"['03009', '03010', '03015', '03019']"
2024031202783810,3A638583,RMY,3,N,Change of Director's Interest Notice,E,2024-03-12,0 days 13:02:29,2024-03-12,0 days 13:03:07,5,['02009']
2024031202783811,3A638584,RMY,3,N,Change of Director's Interest Notice,E,2024-03-12,0 days 13:03:23,2024-03-12,0 days 13:04:07,5,['02009']
2024031202783812,2A1511271,NCC,2,N,Interest Payment - NCCGA,E,2024-03-12,0 days 13:04:52,2024-03-12,0 days 13:05:22,4,"['10007', '10008', '10009']"
2024031202783813,3A638585,RMY,3,N,Change of Director's Interest Notice,E,2024-03-12,0 days 13:05:37,2024-03-12,0 days 13:06:17,5,['02009']
2024031202783814,2A1511272,NAC,2,N,Interest Payment - NACGA,E,2024-03-12,0 days 13:05:44,2024-03-12,0 days 13:06:52,4,"['10007', '10008', '10009']"
2024031202783815,6A1197822,AYA,6,N,Proposed issue of securities - AYA,E,2024-03-12,0 days 13:09:44,2024-03-12,0 days 13:12:52,6,['06013']
2024031202783816,3A638586,XRO,3,N,Application for quotation of securities - XRO,E,2024-03-12,0 days 13:22:01,2024-03-12,0 days 13:22:42,15,['06020']
2024031202783817,6A1197825,AZY,6,N,Half Year Accounts,E,2024-03-12,0 days 13:21:42,2024-03-12,0 days 13:24:32,51,"['03009', '03010', '03015', '03019']"
2024031202783818,2A1511273,TOZ,2,N,Torrens Series 2014-2 Trust Class A notes,E,2024-03-12,0 days 13:23:29,2024-03-12,0 days 13:24:47,1,"['10007', '10008']"
2024031202783819,6A1197826,RRR,6,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 13:26:13,2024-03-12,0 days 13:29:02,25,"['03009', '03010', '03015', '03019']"
2024031202783820,2A1511274,MXT,2,N,Daily Fund Update,E,2024-03-12,0 days 13:27:41,2024-03-12,0 days 13:29:07,1,['03016']
2024031202783821,6A1197828,CE1,6,N,Notification of cessation of securities - CE1,E,2024-03-12,0 days 13:29:07,2024-03-12,0 days 13:30:07,4,['06027']
2024031202783822,6A1197829,VRC,6,N,Results of Meeting,E,2024-03-12,0 days 13:29:40,2024-03-12,0 days 13:30:27,2,['08003']
2024031202783823,2A1511276,LKE,2,N,Update - Proposed issue of securities - LKE,E,2024-03-12,0 days 13:37:02,2024-03-12,0 days 13:38:07,9,['06013']
2024031202783824,2A1511275,ABC,2,N,Update - Application for quotation of securities - ABC,E,2024-03-12,0 days 13:36:56,2024-03-12,0 days 13:42:22,7,['06020']
2024031202783825,2A1511278,JEP,2,N,December 2023 Half-Year Accounts,E,2024-03-12,0 days 13:53:07,2024-03-12,0 days 13:55:32,21,"['03009', '03010', '03015', '03019']"
2024031202783826,6A1197830,WOA,6,N,Investor Presentation - Buntine Protein,E,2024-03-12,0 days 13:54:33,2024-03-12,0 days 13:56:37,16,['03026']
2024031202783827,2A1511279,5GN,2,N,Update - Notification of buy-back - 5GN,E,2024-03-12,0 days 13:58:45,2024-03-12,0 days 13:59:12,5,['06011']
2024031202783828,2A1511277,LKE,2,Y,Updated Investor Presentation,E,2024-03-12,0 days 13:38:05,2024-03-12,0 days 13:59:47,52,"['03026', '06003', '06017']"
2024031202783829,2A1511280,T3M,2,N,December 2023 Half Year Accounts,E,2024-03-12,0 days 13:59:25,2024-03-12,0 days 14:01:17,20,"['03009', '03010', '03015', '03019']"
2024031202783830,2A1511281,JPS,2,N,December 2023 Half Year Accounts,E,2024-03-12,0 days 14:02:49,2024-03-12,0 days 14:04:52,20,"['03009', '03010', '03015', '03019']"
2024031202783831,2A1511282,VHT,2,Y,Supplementary Target's Statement,E,2024-03-12,0 days 14:06:09,2024-03-12,0 days 14:11:37,14,"['01012', '01011', '08006']"
2024031202783832,2A1511283,JPE,2,N,December 2023 Half Year Accounts,E,2024-03-12,0 days 14:08:34,2024-03-12,0 days 14:12:12,28,"['03009', '03010', '03015', '03019']"
2024031202783833,6A1197832,CDT,6,Y,Successful Battery Anode Tests Amended,E,2024-03-12,0 days 14:12:17,2024-03-12,0 days 14:13:22,16,['11001']
2024031202783834,2A1511285,NXT,2,N,Acquisition of New Facility - Sydney S6,E,2024-03-12,0 days 14:13:59,2024-03-12,0 days 14:15:27,2,['07001']
2024031202783835,2A1511284,JPH,2,N,December 2023 Half Year Accounts,E,2024-03-12,0 days 14:10:42,2024-03-12,0 days 14:15:32,28,"['03009', '03010', '03015', '03019']"
2024031202783836,2A1511286,MOT,2,N,Daily Fund Update,E,2024-03-12,0 days 14:15:12,2024-03-12,0 days 14:15:57,1,['03016']
2024031202783837,2A1511287,IBC,2,N,Net Tangible Asset Backing,E,2024-03-12,0 days 14:23:36,2024-03-12,0 days 14:24:22,1,['03016']
2024031202783838,2A1511288,NEU,2,N,Application for quotation of securities - NEU,E,2024-03-12,0 days 14:23:51,2024-03-12,0 days 14:24:42,5,['06020']
2024031202783839,3A638587,MIL,3,Y,Court Approval of Scheme Meeting and Scheme Booklet,E,2024-03-12,0 days 14:21:22,2024-03-12,0 days 14:25:12,1,"['01012', '14014', '08006']"
2024031202783840,2A1511289,360,2,N,SEC Forms 4,E,2024-03-12,0 days 14:24:30,2024-03-12,0 days 14:25:13,5,['02006']
2024031202783841,2A1511290,PRO,2,N,"Prophecy FY23 Results Investor Webinar, Mon 18 Mar 11am",E,2024-03-12,0 days 14:25:26,2024-03-12,0 days 14:27:37,2,['14014']
2024031202783842,6A1197833,CCO,6,N,Postponement of EGM,E,2024-03-12,0 days 14:28:18,2024-03-12,0 days 14:29:37,2,['08006']
2024031202783843,2A1511291,AGR,2,N,Acceptances in Andean Off-Market Takeover Bid,E,2024-03-12,0 days 14:29:50,2024-03-12,0 days 14:31:57,2,"['07001', '11001']"
2024031202783844,6A1197823,STA,6,N,Coburn Operations Update,E,2024-03-12,0 days 13:14:58,2024-03-12,0 days 14:32:22,2,"['03014', '11001']"
2024031202783845,3A638588,DXI,3,N,Appendix 3Y,E,2024-03-12,0 days 14:34:08,2024-03-12,0 days 14:35:12,3,['02009']
2024031202783846,3A638589,BCT,3,Y,Results of Entitlement Offer,E,2024-03-12,0 days 14:37:28,2024-03-12,0 days 14:39:27,2,['06008']
2024031202783847,6A1197835,BMG,6,N,Notification regarding unquoted securities - BMG,E,2024-03-12,0 days 14:39:23,2024-03-12,0 days 14:40:37,5,['06021']
2024031202783848,6A1197836,KFM,6,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 14:39:50,2024-03-12,0 days 14:42:27,27,"['03009', '03010', '03015', '03019']"
2024031202783849,6A1197831,PIL,6,N,Disclosure Document,E,2024-03-12,0 days 14:02:32,2024-03-12,0 days 14:44:37,39,['06010']
2024031202783850,6A1197837,ZOR,6,N,MAP Test,F,2024-03-12,0 days 14:45:03,2024-03-12,0 days 14:46:02,1,['14100']
2024031202783851,2A1511292,WWG,2,N,Change in substantial holding,E,2024-03-12,0 days 14:48:01,2024-03-12,0 days 14:49:37,2,['02002']
2024031202783852,6A1197840,FL1,6,N,Notification regarding unquoted securities - FL1,E,2024-03-12,0 days 14:49:07,2024-03-12,0 days 14:49:42,7,['06021']
2024031202783853,6A1197841,SMS,6,N,Half Year Accounts,E,2024-03-12,0 days 14:50:59,2024-03-12,0 days 14:52:32,25,"['03009', '03010', '03015', '03019']"
2024031202783854,2A1511294,APX,2,Y,Trading Halt,E,2024-03-12,0 days 14:52:06,2024-03-12,0 days 14:53:12,2,['09007']
2024031202783855,6A1197834,MRI,6,N,Update on Financial Reports,E,2024-03-12,0 days 14:35:51,2024-03-12,0 days 14:53:42,1,['12008']
2024031202783856,2A1511293,VEU,2,N,Distribution Timetable Announcement,E,2024-03-12,0 days 14:52:05,2024-03-12,0 days 14:53:43,2,"['10001', '10002']"
2024031202783857,2A1511295,VTS,2,N,Distribution Timetable Announcement,E,2024-03-12,0 days 14:53:02,2024-03-12,0 days 14:55:32,2,"['10001', '10002', '10005']"
2024031202783858,2A1511296,NBI,2,N,Daily NTA for 11.03.2024,E,2024-03-12,0 days 15:02:07,2024-03-12,0 days 15:02:52,1,['03016']
2024031202783859,6A1197842,GTE,6,N,Half Year Accounts,E,2024-03-12,0 days 15:03:20,2024-03-12,0 days 15:05:47,19,"['03009', '03010', '03015', '03019']"
2024031202783860,2A1511297,EIG,2,N,EIGA Final Distribution February,E,2024-03-12,0 days 15:05:38,2024-03-12,0 days 15:07:52,2,"['10006', '10001', '10002', '10003']"
2024031202783861,6A1197843,LRV,6,Y,Multiple New Drill Targets Identified at Mt Isa Project,E,2024-03-12,0 days 15:08:07,2024-03-12,0 days 15:10:02,12,['11001']
2024031202783862,2A1511298,SVW,2,N,Application for quotation of securities - SVW,E,2024-03-12,0 days 15:11:08,2024-03-12,0 days 15:11:52,6,['06020']
2024031202783863,6A1197844,HGV,6,N,HGV Investment Portfolio Performance February 2024,E,2024-03-12,0 days 15:09:19,2024-03-12,0 days 15:12:47,8,"['03014', '03016']"
2024031202783864,2A1511299,MEC,2,N,Revised NTA at 09.02.2024 Pre-tax 1.1474 Post-tax 1.1438,E,2024-03-12,0 days 15:12:08,2024-03-12,0 days 15:13:17,1,['03016']
2024031202783865,2A1511300,MEC,2,N,Revised NTA at 16.02.2024 Pre-tax 1.1683 Post-tax 1.1612,E,2024-03-12,0 days 15:14:23,2024-03-12,0 days 15:16:32,1,['03016']
2024031202783866,2A1511301,MEC,2,N,Revised NTA at 23.02.2024 Pre-tax 1.1517 Post-tax 1.1488,E,2024-03-12,0 days 15:19:05,2024-03-12,0 days 15:20:27,1,['03016']
2024031202783867,2A1511303,RZI,2,N,Application for quotation of securities - RZI,E,2024-03-12,0 days 15:20:30,2024-03-12,0 days 15:21:17,6,['06020']
2024031202783868,2A1511304,CAA,2,N,Change of Director's Interest Notice,E,2024-03-12,0 days 15:20:51,2024-03-12,0 days 15:21:27,3,['02009']
2024031202783869,2A1511302,JRE,2,N,December 2023 Half Year Accounts,E,2024-03-12,0 days 15:20:03,2024-03-12,0 days 15:23:17,21,"['03009', '03010', '03015', '03019']"
2024031202783870,2A1511305,JRH,2,N,December 2023 Half Year Accounts,E,2024-03-12,0 days 15:22:35,2024-03-12,0 days 15:24:07,21,"['03009', '03010', '03015', '03019']"
2024031202783871,2A1511306,RZI,2,N,Cleansing Notice,E,2024-03-12,0 days 15:23:15,2024-03-12,0 days 15:24:12,2,['06018']
2024031202783872,6A1197845,MCM,6,Y,MCM Non-Binding Offer from Vulcan Resources Not Proceeding,E,2024-03-12,0 days 15:19:41,2024-03-12,0 days 15:24:32,1,"['01014', '01015']"
2024031202783873,6A1197846,PMT,6,N,Euroz Hartleys Institutional Conference 2024 - Presentation,E,2024-03-12,0 days 15:22:11,2024-03-12,0 days 15:24:47,14,['03026']
2024031202783874,3A638590,WWI,3,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 15:24:01,2024-03-12,0 days 15:25:47,25,"['03009', '03010', '03015', '03019']"
2024031202783875,2A1511307,JHP,2,N,December 2023 Half Year Accounts,E,2024-03-12,0 days 15:25:59,2024-03-12,0 days 15:27:27,21,"['03009', '03010', '03015', '03019']"
2024031202783876,2A1511309,TT6,2,N,Interest Details,E,2024-03-12,0 days 15:27:00,2024-03-12,0 days 15:28:27,5,"['10007', '10008', '10009']"
2024031202783877,2A1511310,TT3,2,N,Interest Details,E,2024-03-12,0 days 15:27:03,2024-03-12,0 days 15:28:47,6,"['10007', '10008', '10009']"
2024031202783878,2A1511312,VT2,2,N,Interest Details,E,2024-03-12,0 days 15:27:08,2024-03-12,0 days 15:29:17,5,"['10007', '10008', '10009']"
2024031202783879,2A1511311,TT4,2,N,Interest Details,E,2024-03-12,0 days 15:27:03,2024-03-12,0 days 15:29:27,6,"['10007', '10008', '10009']"
2024031202783880,3A638591,SHV,3,N,Ceasing to be a substantial holder,E,2024-03-12,0 days 15:32:32,2024-03-12,0 days 15:33:47,16,['02003']
2024031202783881,2A1511313,CAA,2,N,Capral Important Dates for Shareholders - Updated,E,2024-03-12,0 days 15:32:27,2024-03-12,0 days 15:34:47,1,"['03027', '08006', '10001', '10002']"
2024031202783882,6A1197848,R8R,6,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 15:32:48,2024-03-12,0 days 15:35:22,25,"['03009', '03010', '03015', '03019']"
2024031202783883,6A1197849,CLZ,6,N,Proposed issue of securities - CLZ,E,2024-03-12,0 days 15:35:12,2024-03-12,0 days 15:35:42,5,['06013']
2024031202783884,6A1197850,RRL,6,N,Becoming a substantial holder,E,2024-03-12,0 days 15:38:10,2024-03-12,0 days 15:39:47,5,['02001']
2024031202783885,3A638592,BOL,3,N,Change of Director's Interest Notice,E,2024-03-12,0 days 15:39:29,2024-03-12,0 days 15:40:02,3,['02009']
2024031202783886,6A1197851,KAT,6,N,Net Tangible Asset Backing 29 February 2024,E,2024-03-12,0 days 15:42:25,2024-03-12,0 days 15:44:12,2,"['03014', '03016']"
2024031202783887,2A1511315,MQD,2,N,Half Year Accounts,E,2024-03-12,0 days 15:43:51,2024-03-12,0 days 15:45:42,18,"['03009', '03010', '03015', '03019']"
2024031202783888,2A1511314,MQI,2,N,Half Year Accounts,E,2024-03-12,0 days 15:42:51,2024-03-12,0 days 15:45:47,18,"['03009', '03010', '03015', '03019']"
2024031202783889,2A1511316,MQW,2,N,Half Year Accounts,E,2024-03-12,0 days 15:44:36,2024-03-12,0 days 15:47:07,17,"['03009', '03010', '03015', '03019']"
2024031202783890,3A638593,NVQ,3,N,Application for quotation of securities - NVQ,E,2024-03-12,0 days 15:49:36,2024-03-12,0 days 15:50:17,6,['06020']
2024031202783891,2A1511318,AF2,2,N,2020-1NC Trust Monthly Interest Payment,E,2024-03-12,0 days 15:53:53,2024-03-12,0 days 15:54:47,1,"['10007', '10008', '10009']"
2024031202783892,2A1511319,AF3,2,N,2022-2 Trust Monthly Interest Payment,E,2024-03-12,0 days 15:55:58,2024-03-12,0 days 15:57:13,1,"['10007', '10008', '10009']"
2024031202783893,2A1511320,SMR,2,N,2024 AGM Announcement,E,2024-03-12,0 days 15:56:08,2024-03-12,0 days 15:57:43,1,"['08006', '12008']"
2024031202783894,2A1511321,ABX,2,N,Resignation of Company Secretary,E,2024-03-12,0 days 15:56:51,2024-03-12,0 days 15:58:08,1,['12007']
2024031202783895,2A1511322,AFT,2,N,2023-1 Trust Monthly Interest Payment,E,2024-03-12,0 days 15:57:41,2024-03-12,0 days 15:58:33,1,"['10007', '10008', '10009']"
2024031202783896,3A638594,MRQ,3,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 15:56:46,2024-03-12,0 days 15:59:02,37,"['03009', '03010', '03015', '03019']"
2024031202783897,2A1511323,BAO,2,N,Monthly Performance Report February 2024,E,2024-03-12,0 days 15:58:28,2024-03-12,0 days 16:00:13,4,['03014']
2024031202783898,3A638595,NVQ,3,N,Cleansing Notice,E,2024-03-12,0 days 16:00:07,2024-03-12,0 days 16:01:33,1,['06018']
2024031202783899,2A1511324,DAO,2,N,Monthly Performance Report February 2024,E,2024-03-12,0 days 16:00:22,2024-03-12,0 days 16:01:48,4,['03014']
2024031202783900,2A1511325,RZI,2,N,Change of Director's Interest Notice - Malone,E,2024-03-12,0 days 16:01:10,2024-03-12,0 days 16:02:08,2,['02009']
2024031202783901,3A638596,RXM,3,N,December 2023 Half-Year Report,E,2024-03-12,0 days 16:01:04,2024-03-12,0 days 16:02:53,21,"['03009', '03010', '03015', '03019']"
2024031202783902,2A1511326,EGH,2,N,Change in substantial holding,E,2024-03-12,0 days 16:03:51,2024-03-12,0 days 16:05:13,3,['02002']
2024031202783903,3A638598,VLS,3,N,Change of Director's Interest Notice,E,2024-03-12,0 days 16:11:19,2024-03-12,0 days 16:11:43,2,['02009']
2024031202783904,2A1511327,CUP,2,N,Change of Director's Interest Notice,E,2024-03-12,0 days 16:11:36,2024-03-12,0 days 16:12:53,2,['02009']
2024031202783905,3A638597,DTZ,3,N,Results of Meeting,E,2024-03-12,0 days 16:04:04,2024-03-12,0 days 16:14:33,2,['08003']
2024031202783906,3A638599,FFF,3,N,Notification regarding unquoted securities - FFF,E,2024-03-12,0 days 16:14:32,2024-03-12,0 days 16:15:38,6,['06021']
2024031202783907,2A1511328,WZR,2,N,Becoming a substantial holder,E,2024-03-12,0 days 16:14:52,2024-03-12,0 days 16:15:48,3,['02001']
2024031202783908,2A1511329,SPM,2,N,mFund - Monthly Redemption & NAV Report - SPM01,E,2024-03-12,0 days 16:16:20,2024-03-12,0 days 16:17:28,1,['20003']
2024031202783909,3A638600,FFF,3,N,Change in Director's Interest Notice - AA,E,2024-03-12,0 days 16:17:15,2024-03-12,0 days 16:17:48,2,['02009']
2024031202783910,2A1511330,SPM,2,N,mFund - Monthly Redemption & NAV Report - SPM02,E,2024-03-12,0 days 16:18:02,2024-03-12,0 days 16:19:18,1,['20003']
2024031202783911,2A1511332,CTW,2,N,CitiFirst MINIs Stop Loss Event Trigger Date 12 Mar 24,E,2024-03-12,0 days 16:19:17,2024-03-12,0 days 16:19:58,1,['18001']
2024031202783912,2A1511331,SPM,2,N,mFund - Monthly Redemption & NAV Report - SPM03,E,2024-03-12,0 days 16:18:33,2024-03-12,0 days 16:19:58,1,['20003']
2024031202783913,2A1511333,MPA,2,N,Change in substantial holding,E,2024-03-12,0 days 16:20:35,2024-03-12,0 days 16:22:08,3,['02002']
2024031202783914,2A1511334,AGP,2,N,mFund - Monthly Redemption & NAV Report - AGP01,E,2024-03-12,0 days 16:21:39,2024-03-12,0 days 16:22:18,1,['20003']
2024031202783915,2A1511335,AGP,2,N,mFund - Monthly Redemption & NAV Report - AGP02,E,2024-03-12,0 days 16:22:13,2024-03-12,0 days 16:23:03,1,['20003']
2024031202783916,2A1511336,PLI,2,N,mFund - Distribution - PLI03,E,2024-03-12,0 days 16:24:06,2024-03-12,0 days 16:25:18,1,['20007']
2024031202783917,2A1511338,PLI,2,N,mFund - Monthly Redemption & NAV Report - PLI03,E,2024-03-12,0 days 16:25:15,2024-03-12,0 days 16:25:33,1,['20003']
2024031202783918,2A1511337,PLI,2,N,mFund - Monthly Redemption & NAV Report - PLI01,E,2024-03-12,0 days 16:24:41,2024-03-12,0 days 16:25:58,1,['20003']
2024031202783919,2A1511340,PIC,2,N,Daily Net Tangible Asset Statement,E,2024-03-12,0 days 16:27:47,2024-03-12,0 days 16:28:18,1,['03016']
2024031202783920,2A1511339,DTR,2,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 16:27:10,2024-03-12,0 days 16:28:58,21,"['03009', '03010', '03015', '03019']"
2024031202783921,2A1511341,CTW,2,N,CitiFirst MINIs Strike Changes Effective 13 Mar 24,E,2024-03-12,0 days 16:28:05,2024-03-12,0 days 16:29:18,41,['18001']
2024031202783922,2A1511342,CTW,2,N,CitiFirst Instalment MINIs Strike Changes Effective 13 Mar24,E,2024-03-12,0 days 16:29:12,2024-03-12,0 days 16:30:23,13,['18002']
2024031202783923,6A1197854,AW1,6,N,Notice of General Meeting/Proxy Form,E,2024-03-12,0 days 16:28:00,2024-03-12,0 days 16:30:48,22,"['08002', '08004']"
2024031202783924,2A1511343,CTD,2,N,Senior Management Changes,E,2024-03-12,0 days 16:29:51,2024-03-12,0 days 16:31:08,1,['12001']
2024031202783925,2A1511344,FTR,2,N,mFund - Monthly Redemption & NAV Report - FTR01,E,2024-03-12,0 days 16:31:15,2024-03-12,0 days 16:32:13,1,['20003']
2024031202783926,2A1511345,FTR,2,N,mFund - Monthly Redemption & NAV Report - FTR02,E,2024-03-12,0 days 16:32:43,2024-03-12,0 days 16:33:33,1,['20003']
2024031202783927,2A1511346,WTC,2,N,Change of Director's Interest Notice,E,2024-03-12,0 days 16:33:46,2024-03-12,0 days 16:34:38,3,['02009']
2024031202783928,2A1511347,FTR,2,N,mFund - Monthly Redemption & NAV Report - FTR03,E,2024-03-12,0 days 16:34:48,2024-03-12,0 days 16:36:23,1,['20003']
2024031202783929,2A1511348,MQG,2,N,s259C Disclosure,E,2024-03-12,0 days 16:34:58,2024-03-12,0 days 16:36:48,25,['02006']
2024031202783930,6A1197857,CAZ,6,N,Half Year Accounts,E,2024-03-12,0 days 16:36:57,2024-03-12,0 days 16:38:03,31,"['03009', '03010', '03015', '03019']"
2024031202783931,6A1197855,CE1,6,N,Update - Notification of cessation of securities - CE1,E,2024-03-12,0 days 16:34:09,2024-03-12,0 days 16:38:03,4,['06027']
2024031202783932,2A1511349,CTW,2,N,CitiFirst DOW SFI MINIs Dividend,E,2024-03-12,0 days 16:37:55,2024-03-12,0 days 16:38:28,1,['18006']
2024031202783933,6A1197856,JAL,6,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 16:36:30,2024-03-12,0 days 16:38:48,31,"['03009', '03010', '03015', '03019']"
2024031202783934,3A638601,AHX,3,N,Change in substantial holding,E,2024-03-12,0 days 16:38:03,2024-03-12,0 days 16:38:58,3,['02002']
2024031202783935,2A1511350,GSS,2,N,Becoming a substantial holder,E,2024-03-12,0 days 16:39:16,2024-03-12,0 days 16:40:13,3,['02001']
2024031202783936,2A1511351,CTW,2,N,CitiFirst BXB SFI MINIs Dividend,E,2024-03-12,0 days 16:40:05,2024-03-12,0 days 16:41:03,1,['18006']
2024031202783937,2A1511352,RUL,2,N,Employee Share Option Plan Notice,E,2024-03-12,0 days 16:45:46,2024-03-12,0 days 16:46:48,1,['06009']
2024031202783938,2A1511353,CTD,2,N,Update - Notification of buy-back - CTD,E,2024-03-12,0 days 16:47:02,2024-03-12,0 days 16:47:48,6,['06012']
2024031202783939,2A1511354,RUL,2,N,Application for quotation of securities - RUL,E,2024-03-12,0 days 16:49:37,2024-03-12,0 days 16:49:48,6,['06020']
2024031202783940,6A1197858,SHN,6,N,Interim Financial Statements,E,2024-03-12,0 days 16:49:24,2024-03-12,0 days 16:50:43,23,"['03009', '03010', '03015', '03019']"
2024031202783941,6A1197859,GW1,6,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 16:50:47,2024-03-12,0 days 16:52:08,26,"['03009', '03010', '03015', '03019']"
2024031202783942,3A638602,CAT,3,N,Notification regarding unquoted securities - CAT,E,2024-03-12,0 days 16:52:08,2024-03-12,0 days 16:53:03,6,['06021']
2024031202783943,6A1197861,AZL,6,N,Interim Financial Report 31 December 2023,E,2024-03-12,0 days 16:52:20,2024-03-12,0 days 16:53:43,22,"['03009', '03010', '03015', '03019']"
2024031202783944,6A1197860,RAG,6,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 16:51:03,2024-03-12,0 days 16:54:13,27,"['03009', '03010', '03015', '03019']"
2024031202783945,6A1197862,SGQ,6,N,Half Yearly Report,E,2024-03-12,0 days 16:54:10,2024-03-12,0 days 16:55:33,30,"['03009', '03010', '03015', '03019']"
2024031202783946,2A1511356,OLI,2,N,Change of Director's Interest Notice,E,2024-03-12,0 days 16:58:10,2024-03-12,0 days 16:59:18,3,['02009']
2024031202783947,2A1511355,AIV,2,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 16:58:09,2024-03-12,0 days 16:59:38,24,"['03009', '03010', '03015', '03019']"
2024031202783948,2A1511357,IPD,2,N,Change in substantial holding,E,2024-03-12,0 days 16:59:13,2024-03-12,0 days 17:00:18,4,['02002']
2024031202783949,6A1197863,CWX,6,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 16:59:16,2024-03-12,0 days 17:01:08,19,"['03009', '03010', '03015', '03019']"
2024031202783950,2A1511358,CXO,2,N,Resignation of Director,E,2024-03-12,0 days 17:00:05,2024-03-12,0 days 17:01:43,1,['12001']
2024031202783951,2A1511359,BLM,2,N,mFund - Monthly Redemption Report - BLM01,E,2024-03-12,0 days 17:01:00,2024-03-12,0 days 17:02:08,1,['20003']
2024031202783952,2A1511361,BLL,2,N,mFund - Monthly Redemption Report - BLL01,E,2024-03-12,0 days 17:01:35,2024-03-12,0 days 17:02:18,1,['20003']
2024031202783953,2A1511360,MKG,2,N,Half Yearly Report and Accounts,E,2024-03-12,0 days 17:01:02,2024-03-12,0 days 17:02:58,45,"['03009', '03010', '03015', '03019']"
2024031202783954,2A1511362,CXO,2,N,Final Director's Interest Notice - A Hall,E,2024-03-12,0 days 17:02:20,2024-03-12,0 days 17:03:08,2,['02010']
2024031202783955,2A1511363,CXO,2,Y,CEO Transition,E,2024-03-12,0 days 17:04:21,2024-03-12,0 days 17:05:58,2,['12008']
2024031202783956,6A1197864,NWM,6,N,Becoming a substantial holder,E,2024-03-12,0 days 17:05:28,2024-03-12,0 days 17:06:28,2,['02001']
2024031202783957,6A1197865,MAD,6,N,Change of Director's Interest Notice,E,2024-03-12,0 days 17:05:47,2024-03-12,0 days 17:06:58,3,['02009']
2024031202783958,2A1511364,CXO,2,N,Core Lithium Half-year Report,E,2024-03-12,0 days 17:06:42,2024-03-12,0 days 17:08:28,29,"['03009', '03010', '03015', '03019']"
2024031202783959,6A1197866,M4M,6,N,Application for quotation of securities - M4M,E,2024-03-12,0 days 17:09:49,2024-03-12,0 days 17:10:58,6,['06020']
